rank,symbol,company_name,industry,equity_capital,free_float_market_cap,weight,beta,r2,volatility,monthly_return,impact_cost,report_date,source_file
29,PNB,Punjab National Bank,BANKS,3153025000.0,21150.0,,0.92,0.53,3.84,40.36,0.11,2009-05-01,nifty50_may09.csv
30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300.0,48381.0,,0.83,0.52,4.32,24.14,0.15,2009-05-01,nifty50_may09.csv
31,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2101848765.0,11724.0,,0.74,0.21,6.83,68.01,0.16,2009-05-01,nifty50_may09.csv
32,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405.0,63087.0,,1.49,0.64,7.0,42.3,0.15,2009-05-01,nifty50_may09.csv
33,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000.0,23150.0,,1.57,0.64,8.61,79.69,0.1,2009-05-01,nifty50_may09.csv
34,RELIANCE,Reliance Industries Ltd.,REFINERIES,15738002880.0,357552.0,,1.23,0.77,5.55,25.78,0.15,2009-05-01,nifty50_may09.csv
35,RELINFRA,Reliance Infrastructure Ltd.,POWER,2264237670.0,28801.0,,1.71,0.74,6.32,82.97,0.12,2009-05-01,nifty50_may09.csv
36,RPL,Reliance Petroleum Ltd.,REFINERIES,45000000000.0,64980.0,,1.02,0.71,4.64,29.27,0.13,2009-05-01,nifty50_may09.csv
37,RPOWER,Reliance Power Ltd.,POWER,23968000000.0,43358.0,,1.09,0.61,5.71,46.72,0.17,2009-05-01,nifty50_may09.csv
38,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,41304005450.0,71332.0,,1.27,0.59,6.07,58.15,0.18,2009-05-01,nifty50_may09.csv
39,SBIN,State Bank of India,BANKS,6348802220.0,118650.0,,1.11,0.66,5.85,46.16,0.16,2009-05-01,nifty50_may09.csv
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400.0,16514.0,,1.01,0.45,5.04,58.97,0.18,2009-05-01,nifty50_may09.csv
41,STER,Sterlite Industries (India) Ltd.,METALS,1416971700.0,44188.0,,1.36,0.58,6.64,52.1,0.15,2009-05-01,nifty50_may09.csv
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955.0,25139.0,,0.41,0.15,6.64,,0.25,2009-05-01,nifty50_may09.csv
43,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2996590800.0,14668.0,,1.56,0.52,6.43,53.93,0.15,2009-05-01,nifty50_may09.csv
44,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,2850000000.0,13332.0,,0.95,0.45,4.81,,0.23,2009-05-01,nifty50_may09.csv
45,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,4499331670.0,15156.0,,1.16,0.49,6.1,38.17,0.14,2009-05-01,nifty50_may09.csv
46,TATAPOWER,Tata Power Co. Ltd.,POWER,2217364760.0,23736.0,,0.97,0.53,3.74,19.36,0.13,2009-05-01,nifty50_may09.csv
47,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,7307674270.0,29622.0,,1.4,0.61,6.0,70.24,0.13,2009-05-01,nifty50_may09.csv
48,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,978610498.0,68953.0,,0.9,0.5,5.17,12.99,0.14,2009-05-01,nifty50_may09.csv
49,UNITECH,Unitech Ltd.,CONSTRUCTION,4088879870.0,16274.0,,1.67,0.44,7.89,80.7,0.15,2009-05-01,nifty50_may09.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2930425146.0,56008.0,,0.94,0.52,4.69,15.54,0.22,2009-05-01,nifty50_may09.csv
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750.0,7900.0,,0.87,0.49,3.15,19.58,0.13,2009-06-01,nifty50_jun09.csv
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1876948930.0,7731.0,,0.71,0.4,3.81,-2.14,0.11,2009-06-01,nifty50_jun09.csv
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3045618098.0,7133.0,,0.85,0.42,3.54,-4.48,0.15,2009-06-01,nifty50_jun09.csv
4,AXISBANK,Axis Bank Ltd.,BANKS,3597637330.0,17245.0,,1.3,0.62,3.58,6.84,0.1,2009-06-01,nifty50_jun09.csv
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,18983251310.0,50016.0,,1.0,0.64,1.54,-2.28,0.09,2009-06-01,nifty50_jun09.csv
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000.0,34826.0,,1.03,0.66,2.7,1.19,0.09,2009-06-01,nifty50_jun09.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240.0,5557.0,,0.49,0.18,2.33,-7.45,0.12,2009-06-01,nifty50_jun09.csv
8,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18966678160.0,10012.0,,1.02,0.48,3.02,0.39,0.11,2009-06-01,nifty50_jun09.csv
9,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1554582714.0,11937.0,,0.5,0.31,2.22,13.71,0.1,2009-06-01,nifty50_jun09.csv
10,DLF,DLF Ltd.,CONSTRUCTION,3394388226.0,11264.0,,1.57,0.56,4.58,-23.54,0.11,2009-06-01,nifty50_jun09.csv
11,GAIL,GAIL (India) Ltd.,GAS,12684774000.0,12954.0,,0.76,0.48,1.85,-3.88,0.11,2009-06-01,nifty50_jun09.csv
12,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340.0,15853.0,,0.77,0.42,3.43,9.9,0.12,2009-06-01,nifty50_jun09.csv
13,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,1340243400.0,3962.0,,1.03,0.41,4.15,11.41,0.16,2009-06-01,nifty50_jun09.csv
14,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2845364620.0,58891.0,,1.23,0.64,2.09,7.58,0.1,2009-06-01,nifty50_jun09.csv
15,HDFCBANK,HDFC Bank Ltd.,BANKS,4261832660.0,51302.0,,0.97,0.62,2.25,3.37,0.1,2009-06-01,nifty50_jun09.csv
16,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000.0,12569.0,,0.46,0.26,2.04,4.52,0.1,2009-06-01,nifty50_jun09.csv
17,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1700566605.0,9394.0,,1.14,0.53,4.2,2.13,0.13,2009-06-01,nifty50_jun09.csv
18,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2180540060.0,27957.0,,0.4,0.27,1.57,15.9,0.07,2009-06-01,nifty50_jun09.csv
19,ICICIBANK,ICICI Bank Ltd.,BANKS,11128839380.0,80372.0,,1.59,0.72,2.84,-2.43,0.1,2009-06-01,nifty50_jun09.csv
20,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,31000952090.0,11245.0,,1.13,0.56,3.82,-15.27,0.13,2009-06-01,nifty50_jun09.csv
21,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2864150215.0,84978.0,,0.69,0.42,2.05,10.68,0.09,2009-06-01,nifty50_jun09.csv
22,ITC,I T C Ltd.,CIGARETTES,3774399560.0,48979.0,,0.53,0.37,2.73,3.87,0.12,2009-06-01,nifty50_jun09.csv
23,LT,Larsen & Toubro Ltd.,ENGINEERING,1172498964.0,91912.0,,1.19,0.72,3.38,11.81,0.12,2009-06-01,nifty50_jun09.csv
24,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2788212650.0,13646.0,,1.06,0.46,3.14,3.34,0.11,2009-06-01,nifty50_jun09.csv
25,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300.0,14141.0,,0.68,0.38,2.05,4.07,0.12,2009-06-01,nifty50_jun09.csv
26,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,6443096280.0,2534.0,,0.9,0.32,2.75,-13.57,0.15,2009-06-01,nifty50_jun09.csv
27,NTPC,NTPC Ltd.,POWER,82454644000.0,16888.0,,0.75,0.56,2.4,-9.45,0.09,2009-06-01,nifty50_jun09.csv
28,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,21388725300.0,36000.0,,0.89,0.61,2.8,-8.72,0.12,2009-06-01,nifty50_jun09.csv
29,PNB,Punjab National Bank,BANKS,3153025000.0,9018.0,,0.9,0.53,3.04,1.04,0.11,2009-06-01,nifty50_jun09.csv
30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300.0,6279.0,,0.82,0.52,2.62,-4.83,0.11,2009-06-01,nifty50_jun09.csv
31,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2101848765.0,3713.0,,0.77,0.23,4.02,-12.21,0.12,2009-06-01,nifty50_jun09.csv
32,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405.0,19514.0,,1.52,0.66,4.18,-5.3,0.11,2009-06-01,nifty50_jun09.csv
33,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000.0,10278.0,,1.59,0.66,4.29,-4.55,0.1,2009-06-01,nifty50_jun09.csv
34,RELIANCE,Reliance Industries Ltd.,REFINERIES,15738214610.0,144002.0,,1.23,0.77,2.96,-10.94,0.08,2009-06-01,nifty50_jun09.csv
35,RELINFRA,Reliance Infrastructure Ltd.,POWER,2252702620.0,16835.0,,1.68,0.72,4.0,-5.92,0.11,2009-06-01,nifty50_jun09.csv
36,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,154709819.0,15894.0,,1.18,0.52,3.6,19.15,0.1,2009-06-01,nifty50_jun09.csv
37,RPOWER,Reliance Power Ltd.,POWER,23968000000.0,6110.0,,1.06,0.61,3.08,-7.41,0.12,2009-06-01,nifty50_jun09.csv
38,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,41304005450.0,8853.0,,1.29,0.61,3.8,-12.48,0.12,2009-06-01,nifty50_jun09.csv
39,SBIN,State Bank of India,BANKS,6348802220.0,44972.0,,1.09,0.64,2.74,-6.61,0.09,2009-06-01,nifty50_jun09.csv
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400.0,7130.0,,1.02,0.45,3.23,-3.67,0.16,2009-06-01,nifty50_jun09.csv
41,STER,Sterlite Industries (India) Ltd.,METALS,1416971700.0,16690.0,,1.38,0.56,4.15,-2.68,0.13,2009-06-01,nifty50_jun09.csv
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955.0,8196.0,,0.4,0.14,3.6,-10.15,0.11,2009-06-01,nifty50_jun09.csv
43,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2996590800.0,5935.0,,1.61,0.52,6.79,5.98,0.14,2009-06-01,nifty50_jun09.csv
44,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,2850000000.0,3220.0,,0.94,0.44,3.79,1.55,0.11,2009-06-01,nifty50_jun09.csv
45,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,4499331670.0,6877.0,,1.17,0.48,4.46,-13.69,0.12,2009-06-01,nifty50_jun09.csv
46,TATAPOWER,Tata Power Co. Ltd.,POWER,2217364760.0,17025.0,,0.94,0.53,2.76,7.46,0.13,2009-06-01,nifty50_jun09.csv
47,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,7307674270.0,18854.0,,1.42,0.59,4.68,-3.63,0.1,2009-06-01,nifty50_jun09.csv
48,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1957220996.0,18150.0,,0.88,0.49,2.29,-44.67,0.12,2009-06-01,nifty50_jun09.csv
49,UNITECH,Unitech Ltd.,CONSTRUCTION,4088879870.0,7942.0,,1.68,0.42,5.0,0.06,0.13,2009-06-01,nifty50_jun09.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2930971424.0,11451.0,,0.92,0.5,2.13,-1.12,0.12,2009-06-01,nifty50_jun09.csv
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750.0,7110.0,,0.87,0.5,2.99,,0.11,2009-07-01,nifty50_jul09.csv
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1876948930.0,8892.0,,0.73,0.42,2.84,15.02,0.11,2009-07-01,nifty50_jul09.csv
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3045618098.0,8845.0,,0.86,0.41,2.8,24.0,0.13,2009-07-01,nifty50_jul09.csv
4,AXISBANK,Axis Bank Ltd.,BANKS,3597637330.0,19005.0,,1.26,0.62,3.63,10.2,0.1,2009-07-01,nifty50_jul09.csv
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,37966502620.0,51141.0,,0.99,0.64,2.42,2.25,0.11,2009-07-01,nifty50_jul09.csv
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000.0,35241.0,,0.99,0.66,2.73,1.19,0.08,2009-07-01,nifty50_jul09.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240.0,6125.0,,0.43,0.16,2.2,10.21,0.12,2009-07-01,nifty50_jul09.csv
8,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18966678160.0,10122.0,,1.1,0.53,2.89,1.1,0.09,2009-07-01,nifty50_jul09.csv
9,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1554582714.0,12960.0,,0.51,0.3,2.13,8.57,0.12,2009-07-01,nifty50_jul09.csv
10,DLF,DLF Ltd.,CONSTRUCTION,3394388226.0,14359.0,,1.56,0.55,5.1,27.48,0.1,2009-07-01,nifty50_jul09.csv
11,GAIL,GAIL (India) Ltd.,GAS,12684774000.0,14912.0,,0.74,0.44,3.17,15.12,0.11,2009-07-01,nifty50_jul09.csv
12,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340.0,18819.0,,0.8,0.44,2.73,18.71,0.1,2009-07-01,nifty50_jul09.csv
13,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,1340243400.0,5135.0,,1.09,0.44,4.39,29.6,0.12,2009-07-01,nifty50_jul09.csv
14,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2845364620.0,63696.0,,1.18,0.62,3.95,8.16,0.12,2009-07-01,nifty50_jul09.csv
15,HDFCBANK,HDFC Bank Ltd.,BANKS,4261832660.0,51507.0,,0.9,0.61,2.17,0.4,0.11,2009-07-01,nifty50_jul09.csv
16,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000.0,14437.0,,0.45,0.23,3.02,14.86,0.09,2009-07-01,nifty50_jul09.csv
17,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1700566605.0,10899.0,,1.19,0.55,4.02,16.02,0.12,2009-07-01,nifty50_jul09.csv
18,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2180540060.0,30466.0,,0.41,0.26,2.83,8.97,0.09,2009-07-01,nifty50_jul09.csv
19,ICICIBANK,ICICI Bank Ltd.,BANKS,11128839380.0,84412.0,,1.56,0.72,3.96,5.03,0.1,2009-07-01,nifty50_jul09.csv
20,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,31000952090.0,12452.0,,1.15,0.56,3.61,10.73,0.12,2009-07-01,nifty50_jul09.csv
21,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2864150215.0,98747.0,,0.68,0.42,2.17,16.2,0.08,2009-07-01,nifty50_jul09.csv
22,ITC,I T C Ltd.,CIGARETTES,3774399560.0,63988.0,,0.5,0.35,2.46,30.64,0.11,2009-07-01,nifty50_jul09.csv
23,LT,Larsen & Toubro Ltd.,ENGINEERING,1172498964.0,88310.0,,1.18,0.71,3.2,,0.11,2009-07-01,nifty50_jul09.csv
24,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2788212650.0,16958.0,,1.1,0.48,3.19,24.27,0.1,2009-07-01,nifty50_jul09.csv
25,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300.0,18712.0,,0.67,0.4,2.56,32.32,0.1,2009-07-01,nifty50_jul09.csv
26,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,6443096280.0,2556.0,,0.99,0.4,3.08,0.83,0.16,2009-07-01,nifty50_jul09.csv
27,NTPC,NTPC Ltd.,POWER,82454644000.0,18667.0,,0.74,0.56,1.93,10.54,0.07,2009-07-01,nifty50_jul09.csv
28,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,21388725300.0,39263.0,,0.89,0.59,3.06,9.06,0.1,2009-07-01,nifty50_jul09.csv
29,PNB,Punjab National Bank,BANKS,3153025000.0,9185.0,,0.87,0.5,3.34,1.84,0.09,2009-07-01,nifty50_jul09.csv
30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300.0,6738.0,,0.79,0.5,2.67,7.31,0.1,2009-07-01,nifty50_jul09.csv
31,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2101848765.0,4247.0,,0.77,0.24,2.26,14.38,0.11,2009-07-01,nifty50_jul09.csv
32,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405.0,18590.0,,1.52,0.67,3.36,,0.11,2009-07-01,nifty50_jul09.csv
33,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000.0,10116.0,,1.56,0.64,4.23,,0.09,2009-07-01,nifty50_jul09.csv
34,RELIANCE,Reliance Industries Ltd.,REFINERIES,15738214610.0,139162.0,,1.23,0.76,2.95,,0.09,2009-07-01,nifty50_jul09.csv
35,RELINFRA,Reliance Infrastructure Ltd.,POWER,2252702620.0,16959.0,,1.67,0.71,5.4,0.74,0.12,2009-07-01,nifty50_jul09.csv
36,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,154709819.0,18751.0,,1.13,0.5,3.34,17.98,0.1,2009-07-01,nifty50_jul09.csv
37,RPOWER,Reliance Power Ltd.,POWER,23968000000.0,6136.0,,1.03,0.61,3.76,0.42,0.11,2009-07-01,nifty50_jul09.csv
38,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,41304005450.0,10268.0,,1.31,0.61,4.04,15.98,0.11,2009-07-01,nifty50_jul09.csv
39,SBIN,State Bank of India,BANKS,6348802220.0,46681.0,,1.08,0.66,3.22,3.8,0.09,2009-07-01,nifty50_jul09.csv
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400.0,7279.0,,0.98,0.44,3.51,2.1,0.13,2009-07-01,nifty50_jul09.csv
41,STER,Sterlite Industries (India) Ltd.,METALS,1416971700.0,17729.0,,1.43,0.59,3.82,6.23,0.11,2009-07-01,nifty50_jul09.csv
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955.0,8829.0,,0.41,0.14,2.47,7.72,0.1,2009-07-01,nifty50_jul09.csv
43,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2996590800.0,5709.0,,1.64,0.52,4.95,,0.11,2009-07-01,nifty50_jul09.csv
44,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,2850000000.0,3426.0,,0.9,0.42,1.88,6.37,0.1,2009-07-01,nifty50_jul09.csv
45,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,4499331670.0,9971.0,,1.2,0.46,4.45,44.99,0.12,2009-07-01,nifty50_jul09.csv
46,TATAPOWER,Tata Power Co. Ltd.,POWER,2217364760.0,19259.0,,0.91,0.53,2.89,13.13,0.12,2009-07-01,nifty50_jul09.csv
47,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,7307674270.0,22315.0,,1.46,0.61,4.74,18.35,0.09,2009-07-01,nifty50_jul09.csv
48,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1957220996.0,24486.0,,0.89,0.46,4.04,34.91,0.1,2009-07-01,nifty50_jul09.csv
49,UNITECH,Unitech Ltd.,CONSTRUCTION,4777602094.0,12125.0,,1.7,0.42,5.09,13.12,0.12,2009-07-01,nifty50_jul09.csv
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2930971424.0,14850.0,,0.92,0.5,2.19,29.69,0.1,2009-07-01,nifty50_jul09.csv
1,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750.0,7700.0,,0.88,0.52,2.09,8.29,0.09,2009-08-01,nifty50_aug09.csv
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1876948930.0,8148.0,,0.73,0.42,2.77,,0.08,2009-08-01,nifty50_aug09.csv
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3045618098.0,8084.0,,0.84,0.41,1.94,,0.12,2009-08-01,nifty50_aug09.csv
4,AXISBANK,Axis Bank Ltd.,BANKS,3597637330.0,18826.0,,1.24,0.61,2.64,,0.07,2009-08-01,nifty50_aug09.csv
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,37966502620.0,52544.0,,0.99,0.62,2.64,3.54,0.09,2009-08-01,nifty50_aug09.csv
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000.0,36492.0,,0.98,0.66,2.11,3.55,0.08,2009-08-01,nifty50_aug09.csv
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240.0,6560.0,,0.4,0.14,2.53,7.11,0.09,2009-08-01,nifty50_aug09.csv
8,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18966678160.0,11395.0,,1.13,0.56,2.56,12.58,0.09,2009-08-01,nifty50_aug09.csv
9,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1554582714.0,12762.0,,0.51,0.31,2.07,,0.09,2009-08-01,nifty50_aug09.csv
10,DLF,DLF Ltd.,CONSTRUCTION,3394388226.0,15371.0,,1.55,0.55,3.35,7.05,0.07,2009-08-01,nifty50_aug09.csv
11,GAIL,GAIL (India) Ltd.,GAS,12684774000.0,15067.0,,0.74,0.44,2.48,1.04,0.1,2009-08-01,nifty50_aug09.csv
12,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340.0,18397.0,,0.8,0.44,1.88,,0.09,2009-08-01,nifty50_aug09.csv
13,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,1340243400.0,6403.0,,1.11,0.44,4.1,24.48,0.1,2009-08-01,nifty50_aug09.csv
14,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2845364620.0,62151.0,,1.16,0.62,1.91,,0.09,2009-08-01,nifty50_aug09.csv
15,HDFCBANK,HDFC Bank Ltd.,BANKS,4261832660.0,50564.0,,0.86,0.61,1.41,,0.09,2009-08-01,nifty50_aug09.csv
16,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000.0,13587.0,,0.48,0.25,2.98,,0.08,2009-08-01,nifty50_aug09.csv
17,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1700566605.0,11519.0,,1.22,0.56,3.98,5.68,0.11,2009-08-01,nifty50_aug09.csv
18,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2180540060.0,27183.0,,0.41,0.26,2.48,,0.08,2009-08-01,nifty50_aug09.csv
19,ICICIBANK,ICICI Bank Ltd.,BANKS,11128839380.0,83596.0,,1.54,0.72,2.66,,0.08,2009-08-01,nifty50_aug09.csv
20,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,31000952090.0,12791.0,,1.15,0.56,1.99,2.72,0.1,2009-08-01,nifty50_aug09.csv
21,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2864150215.0,101991.0,,0.68,0.44,1.92,3.24,0.08,2009-08-01,nifty50_aug09.csv
22,ITC,I T C Ltd.,CIGARETTES,3774399560.0,59310.0,,0.52,0.36,2.44,,0.1,2009-08-01,nifty50_aug09.csv
23,LT,Larsen & Toubro Ltd.,ENGINEERING,1172498964.0,91892.0,,1.18,0.72,2.47,4.06,0.09,2009-08-01,nifty50_aug09.csv
24,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2788212650.0,17107.0,,1.12,0.48,3.89,0.54,0.09,2009-08-01,nifty50_aug09.csv
25,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300.0,19020.0,,0.68,0.41,3.42,1.65,0.08,2009-08-01,nifty50_aug09.csv
26,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,6443096280.0,2860.0,,0.98,0.4,2.4,11.91,0.12,2009-08-01,nifty50_aug09.csv
27,NTPC,NTPC Ltd.,POWER,82454644000.0,18386.0,,0.72,0.56,1.19,,0.06,2009-08-01,nifty50_aug09.csv
28,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,21388725300.0,39987.0,,0.88,0.59,2.47,1.84,0.08,2009-08-01,nifty50_aug09.csv
29,PNB,Punjab National Bank,BANKS,3153025000.0,9081.0,,0.86,0.5,1.97,,0.08,2009-08-01,nifty50_aug09.csv
30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300.0,6176.0,,0.78,0.5,1.6,,0.09,2009-08-01,nifty50_aug09.csv
31,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2101848765.0,4972.0,,0.78,0.25,2.82,17.07,0.09,2009-08-01,nifty50_aug09.csv
32,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405.0,17594.0,,1.52,0.67,3.03,,0.09,2009-08-01,nifty50_aug09.csv
33,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000.0,9961.0,,1.54,0.64,2.77,,0.07,2009-08-01,nifty50_aug09.csv
34,RELIANCE,Reliance Industries Ltd.,REFINERIES,15738214610.0,142735.0,,1.23,0.76,2.06,2.54,0.07,2009-08-01,nifty50_aug09.csv
35,RELINFRA,Reliance Infrastructure Ltd.,POWER,2252702620.0,16068.0,,1.65,0.71,2.62,,0.09,2009-08-01,nifty50_aug09.csv
36,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,154709819.0,19993.0,,1.15,0.5,3.16,6.59,0.08,2009-08-01,nifty50_aug09.csv
37,RPOWER,Reliance Power Ltd.,POWER,23968000000.0,5888.0,,1.03,0.62,2.01,,0.09,2009-08-01,nifty50_aug09.csv
38,SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,41304005450.0,9527.0,,1.31,0.61,2.15,,0.08,2009-08-01,nifty50_aug09.csv
39,SBIN,State Bank of India,BANKS,6348802220.0,44910.0,,1.06,0.66,2.43,,0.06,2009-08-01,nifty50_aug09.csv
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400.0,7816.0,,1.01,0.46,2.71,7.37,0.1,2009-08-01,nifty50_aug09.csv
41,STER,Sterlite Industries (India) Ltd.,METALS,1416971700.0,21526.0,,1.46,0.62,3.05,4.78,0.08,2009-08-01,nifty50_aug09.csv
